               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.031847,            0.017383,           0.0027391,             0.83551,             0.62154,             0.74166,             0.50127,            0.060493,            0.015574,            0.015176,           0.0021245,           0.0021245,           0.0021245
                 156,            0.031555,            0.016904,           0.0018171,             0.75389,             0.67441,             0.73179,              0.4912,            0.059662,            0.016057,            0.015286,           0.0020782,           0.0020782,           0.0020782
                 157,            0.032145,            0.017168,           0.0021172,             0.79473,             0.66601,             0.73331,             0.49211,            0.061029,            0.016254,            0.014569,           0.0020327,           0.0020327,           0.0020327
                 158,             0.03176,            0.017264,           0.0019775,             0.81801,             0.62834,             0.72609,             0.48545,            0.060402,            0.016245,            0.014237,           0.0019881,           0.0019881,           0.0019881
                 159,            0.031487,            0.016952,           0.0022906,              0.7653,             0.65748,             0.73057,             0.48799,              0.0607,             0.01588,            0.015201,           0.0019443,           0.0019443,           0.0019443
                 160,            0.031388,            0.016911,           0.0022511,             0.76707,             0.66593,             0.73543,             0.49124,            0.060866,            0.016005,            0.014687,           0.0019014,           0.0019014,           0.0019014
                 161,            0.030921,            0.017019,           0.0016975,             0.79716,             0.64591,             0.72924,              0.4913,            0.059645,            0.016354,            0.014855,           0.0018594,           0.0018594,           0.0018594
                 162,            0.031588,            0.017102,            0.002401,             0.77952,             0.64865,             0.73302,             0.48934,            0.059637,            0.016531,            0.014322,           0.0018183,           0.0018183,           0.0018183
                 163,            0.030715,             0.01646,           0.0017508,             0.80778,             0.65899,             0.74345,             0.50043,            0.060215,            0.015966,            0.014212,           0.0017781,           0.0017781,           0.0017781
                 164,            0.030671,            0.016554,           0.0016004,             0.83356,             0.65835,             0.74564,             0.50226,            0.061563,            0.015565,            0.014571,           0.0017389,           0.0017389,           0.0017389
                 165,             0.03029,            0.016805,           0.0017062,             0.79667,             0.66537,             0.74428,             0.50212,             0.06025,            0.015943,            0.014874,           0.0017005,           0.0017005,           0.0017005
                 166,            0.031297,             0.01719,           0.0022419,             0.83703,             0.63896,             0.73623,             0.49249,            0.060106,            0.016364,            0.015242,           0.0016631,           0.0016631,           0.0016631
                 167,            0.029846,            0.016472,           0.0018037,             0.84521,             0.63339,              0.7219,             0.48331,            0.058726,            0.016724,            0.015507,           0.0016267,           0.0016267,           0.0016267
                 168,            0.030385,             0.01661,           0.0020571,             0.86444,             0.62843,              0.7279,             0.49379,            0.058924,            0.016682,            0.015574,           0.0015912,           0.0015912,           0.0015912
                 169,            0.030282,             0.01727,            0.001935,             0.80199,             0.66465,             0.73556,             0.49924,            0.059554,            0.016494,            0.015215,           0.0015566,           0.0015566,           0.0015566
                 170,            0.030517,            0.016266,           0.0018384,             0.81897,             0.63468,             0.73539,             0.49675,            0.060405,            0.016628,            0.015356,           0.0015231,           0.0015231,           0.0015231
                 171,            0.030039,            0.016409,           0.0020075,             0.83208,             0.64237,             0.74207,             0.49458,            0.061085,             0.01665,            0.015223,           0.0014905,           0.0014905,           0.0014905
                 172,            0.029113,            0.016646,           0.0016809,             0.83656,              0.6375,             0.73216,             0.48991,            0.059189,            0.016992,            0.015416,           0.0014589,           0.0014589,           0.0014589
                 173,            0.029605,            0.016424,           0.0017024,             0.81782,             0.63254,             0.73077,              0.4908,            0.059259,              0.0171,             0.01488,           0.0014283,           0.0014283,           0.0014283
                 174,              0.0291,            0.016318,           0.0016564,             0.83211,             0.65481,             0.74297,             0.49917,            0.058602,            0.016955,            0.014353,           0.0013987,           0.0013987,           0.0013987
                 175,            0.029432,            0.016428,           0.0016327,             0.77755,             0.67739,             0.73329,             0.49931,            0.058963,             0.01679,            0.014248,           0.0013701,           0.0013701,           0.0013701
                 176,            0.029777,            0.017017,           0.0015868,             0.82249,             0.65645,              0.7357,             0.49249,            0.058767,            0.016709,            0.014181,           0.0013425,           0.0013425,           0.0013425
                 177,            0.029059,            0.016516,           0.0015707,             0.83048,             0.64315,             0.73863,             0.49852,            0.059157,            0.016417,            0.014544,            0.001316,            0.001316,            0.001316
                 178,            0.028698,             0.01643,           0.0015939,             0.79509,             0.68078,             0.74607,             0.50645,            0.059641,             0.01634,            0.014155,           0.0012905,           0.0012905,           0.0012905
                 179,            0.028719,            0.016381,           0.0013117,              0.8221,             0.66309,              0.7512,             0.50744,            0.060509,            0.016322,             0.01369,            0.001266,            0.001266,            0.001266
                 180,            0.029253,            0.016756,            0.001366,             0.81094,             0.68861,             0.75792,             0.50954,            0.059851,            0.016184,            0.013841,           0.0012426,           0.0012426,           0.0012426
                 181,            0.028774,            0.016607,           0.0017058,             0.79459,              0.6778,             0.74441,             0.50448,            0.058691,            0.016305,            0.014494,           0.0012202,           0.0012202,           0.0012202
                 182,            0.028933,            0.017115,           0.0018644,             0.84691,             0.63162,              0.7338,             0.49889,            0.060188,            0.016811,            0.014943,           0.0011989,           0.0011989,           0.0011989
                 183,            0.028614,             0.01646,           0.0016349,             0.81025,             0.64915,             0.74077,             0.49857,            0.060782,            0.016774,            0.015494,           0.0011787,           0.0011787,           0.0011787
                 184,             0.02896,            0.016033,           0.0018926,             0.78075,             0.64695,               0.728,             0.49328,            0.059614,            0.017111,            0.015561,           0.0011595,           0.0011595,           0.0011595
                 185,            0.028628,            0.016603,           0.0014445,             0.80758,             0.63676,              0.7305,              0.4904,            0.061384,             0.01672,            0.015583,           0.0011414,           0.0011414,           0.0011414
                 186,            0.028976,             0.01635,           0.0014434,             0.80309,             0.65521,             0.74113,             0.49809,            0.060536,            0.016269,            0.015104,           0.0011243,           0.0011243,           0.0011243
                 187,            0.028547,            0.015935,            0.001592,               0.822,             0.64402,             0.74311,             0.50058,            0.060884,            0.016485,            0.014691,           0.0011084,           0.0011084,           0.0011084
                 188,            0.028308,            0.016216,           0.0015453,             0.85006,             0.62301,              0.7407,             0.50256,            0.059896,            0.016499,            0.014477,           0.0010935,           0.0010935,           0.0010935
                 189,            0.028193,            0.015974,           0.0014698,             0.85931,             0.61701,             0.73976,             0.50161,            0.058882,            0.016255,            0.014791,           0.0010797,           0.0010797,           0.0010797
                 190,            0.028134,            0.015901,           0.0014262,             0.83778,             0.63322,              0.7388,             0.49968,             0.05944,            0.016442,            0.014873,            0.001067,            0.001067,            0.001067
                 191,            0.028332,            0.015706,           0.0016069,             0.82878,             0.63594,             0.73554,             0.49963,            0.059748,            0.016581,            0.014882,           0.0010554,           0.0010554,           0.0010554
                 192,            0.028179,            0.015788,           0.0015429,             0.84721,             0.61928,             0.73267,             0.49924,            0.059833,            0.016627,            0.014603,           0.0010449,           0.0010449,           0.0010449
                 193,            0.028104,            0.015888,           0.0012681,             0.81628,             0.64184,             0.73449,             0.49731,            0.060726,            0.016501,            0.014894,           0.0010355,           0.0010355,           0.0010355
                 194,            0.027682,            0.015496,           0.0013447,             0.82243,             0.63778,             0.73495,             0.50084,            0.061297,            0.016445,            0.015288,           0.0010272,           0.0010272,           0.0010272
                 195,            0.028121,            0.016058,           0.0016143,             0.85315,              0.6071,             0.74001,              0.5025,            0.060062,            0.016619,            0.015194,             0.00102,             0.00102,             0.00102
                 196,             0.02824,            0.016006,           0.0016087,             0.84572,              0.6204,             0.73522,             0.49979,            0.059377,             0.01638,            0.015663,           0.0010139,           0.0010139,           0.0010139
                 197,            0.027495,            0.015541,           0.0014116,             0.81873,             0.63833,             0.73895,             0.50006,            0.060108,            0.016251,            0.015794,           0.0010089,           0.0010089,           0.0010089
                 198,            0.028149,            0.015644,           0.0013131,             0.80348,             0.65537,             0.74247,             0.50209,             0.05898,            0.016771,            0.015351,            0.001005,            0.001005,            0.001005
                 199,            0.027267,            0.015847,           0.0011374,             0.80944,             0.65658,             0.74399,             0.50802,            0.058813,            0.016855,            0.015247,           0.0010022,           0.0010022,           0.0010022
